,Data,Sentiment
290," আসা করি পরের বার সেই রকম বাল খোর, আথবা সেই রকম গাজা খোর  এই নিয়ে নাটক বের করবেন।  যত্তসব ফাউল...",0
291,"এই নাটক গুলা কোন পর্যাই পড়ে, না কমিডি না গল্প, না ইমুশান,জোর করে আর যাকিছু করা যাক অন্তত মানুষকে হাসানো যাইনা।।",0
292, ফাউল নাটক...... কিছুই নাই ভিতরে,0
293, ফালতু নাটক,0
294, সেরকম ভণ্ডামি...!!,0
295," এইগুলো অভিনয় না, ভন্ডামি। আর কাহিনীর কথা তো বাদই দিলাম!",0
296, মোশারফের অভিনয় একদম বাজে লাগলো,0
297, ২০১৯ সালের ঈদুল ফিতরে আপলোড দেওয়া নাটক গুলো অত্যান্ত জগন্য অরুচিকর।,0
298, জমজ  & সেই রকম কাচ্ছি খোর দুটি ফালতু নাটক.. টাইম ওয়েস্ট হলো.. আগের সিরিজ গুলা কত ফাটাফাটি ছিল..,0
299," শালীরা এত তারাতরি ব্লাউজ চেন্জ করস কি ভাবে, বালের নাটক",0
300, ফালতু নাটক। সময় নষ্ট...,0
301, যেইভাবে শেষে কাচ্চি দেখাইলো আর সারাক্ষণ মোশারফ করিমরে কমোডিয়ান বানাইলো হাস্যকর হাস্যকর নাটকের নাম সেইরাম ভন্ডামি হওয়ার কথা ছিল,0
302, এক্কে বারে বাজে একটা গল্প,0
303," মোশারফ করিম এর সবচেয়ে বাজে নাটক,,,এসব কি নাটক বানায় এখন দূর",0
304, অসম্ভব একঘেয়ে,0
305, এই রকম ফালতু নাটক বাংলাদেশে আর হইছে কিনা সন্দেহ।,0
306," এক কথায় বলতে গেলে, ""ফালতু""। কাহিনি, সংলাপ দুইটা ই অনুপস্থিত।",0
307, বাজে নাটক।,0
308," ভাঁড়ামি খালি আর কিছু নাই, বালের নাটক। মো করিমের আর নাটক করা উচিত না। এক বালের অভিনয় আর খায় না কেউ",0
309," একি দরনের নাটক বার বার ভাল লাগে না,,",0
310, ফালতু নাটক,0
311, এই আজাইরা নাটক দেখে আমার জীবনের মূল্যবান ৩৮.০৭ মিনিট নষ্ট করলাম। এই নাটক দেখার পর কাচ্চি থেকে রুচি উঠে গেল। ফালতু একটা নাটক।,0
312, Cinematography জঘন্য Camera ঘুরানো দেখে মাথা ঘুরে,0
313, আমার দেখা সবচেয়ে বাজে নাটক এটা।,0
314," সবচেয়ে ফালতু নাটক.... এর চেয়ে বেশি  ফালতু নাটক অার নাই,অামার জানা মতে....",0
315, ￰সাইড আর্টিস্ট  গুলুর  এতো  বাজে  অভিনয়  সত্যি  বিরক্তিকর  আর ফারিয়ার  ভাষা  মিক্সিং  এর  কারণে  পুরাই  ￰হযবরল অবস্থা,0
